Shipments,Notify2Id,NULL,0
Shipments,AgentId,NULL,0
Shipments,ConsigneeAddressId,NULL,0
Shipments,DepartmentId,NULL,0
Shipments,DimensionsUnitCode,NULL,0
Shipments,StatusId,NULL,0
Shipments,FHLStatusCode,NULL,0
Shipments,IncotermId,NULL,0
Shipments,ShipmentLevelCode,NULL,0
Shipments,ShipmentPayableStatusCode,NULL,0
Shipments,ShipmentReceivableStatusCode,NULL,0
Shipments,ShipmentCustomerTypeCode,NULL,0
Shipments,ShipmentTypeId,NULL,0
Shipments,PreCarriageTransportModeId,NULL,0
Shipments,SalesmanUserId,NULL,0
Shipments,CreatedByUserId,NULL,0
Shipments,VolumeUnitCode,NULL,0
Shipments,GrossWeightUnitCode,NULL,0
Shipments,ShipperNotExporterAddressId,NULL,0
Shipments,ShipperNotExporterId,NULL,0
Shipments,ShipperNotExporterContactId,NULL,0
Shipments,ToPortId,NULL,0
Shipments,TransportModeId,NULL,0
Shipments,UpdatedByUserId,NULL,0
Shipments,ForwarderPartnerId,NULL,0
Shipments,FreelancerAddressId,NULL,0
Shipments,FreelancerContactId,NULL,0
Shipments,FreelancerId,NULL,0
Shipments,LastSentByUserId,NULL,0
Shipments,NominatedHandlingPartyId,NULL,0
Shipments,OtherParticipantIdCode1,NULL,0
Shipments,OtherParticipantIdCode2,NULL,0
Shipments,OtherParticipantIdCode3,NULL,0
Shipments,MasterShipmentDataId,NULL,0
Shipments,Tenant; CustomFileId,NULL,0
